"device_database_name","address","name","version","logging_interval","last_pointer","mode","last_download","thresholds","calibration_temp","calibration_dewp","calibration_press","calibration_humi"
"131","2019-Jul-09 21:01","13.1","36.3","-1.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"132","2019-Jul-09 22:01","12.7","36.8","-1.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"133","2019-Jul-09 23:01","8.2","48.3","-2.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"134","2019-Jul-10 00:01","10.5","41.3","-2.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"135","2019-Jul-10 01:01","6.7","68.6","1.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"136","2019-Jul-10 02:01","4.9","72.9","0.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"137","2019-Jul-10 03:01","4.7","68.8","-0.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"138","2019-Jul-10 04:01","4.0","68.5","-1.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"139","2019-Jul-10 05:01","4.6","66.5","-1.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"140","2019-Jul-10 06:01","3.7","73.7","-0.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"141","2019-Jul-10 07:01","6.8","68.6","1.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"142","2019-Jul-10 08:01","16.1","46.4","4.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"143","2019-Jul-10 09:01","21.6","31.1","3.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"144","2019-Jul-10 10:01","24.6","25.8","3.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"145","2019-Jul-10 11:01","26.4","21.6","2.8","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"146","2019-Jul-10 12:01","25.9","19.7","1.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"147","2019-Jul-10 13:01","26.0","21.1","2.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"148","2019-Jul-10 14:01","23.6","33.5","6.7","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"149","2019-Jul-10 15:01","24.4","35.2","8.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"150","2019-Jul-10 16:01","22.5","40.9","8.6","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"151","2019-Jul-10 17:01","21.3","45.6","9.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"152","2019-Jul-10 18:01","18.8","50.5","8.3","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"153","2019-Jul-10 19:01","16.5","55.4","7.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"154","2019-Jul-10 20:01","13.6","65.4","7.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"155","2019-Jul-10 21:01","12.2","67.7","6.4","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"156","2019-Jul-10 22:01","11.5","69.2","6.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"157","2019-Jul-10 23:01","9.2","75.1","5.0","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"158","2019-Jul-11 00:01","9.1","75","4.9","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"159","2019-Jul-11 01:01","9.0","73.6","4.5","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"160","2019-Jul-11 02:01","8.5","74.5","4.2","2427","1","2019-10-13 12:25:16","","0","0","0","0"
"161","2019-Jul-11 03:01","8.6","68.6","3.1","2427","1","2019-10-13 12:25:16","","0","0","0","0"
